department,title,ask,answer
内分泌科,2型糖尿病常见的死亡原因有什么？,我的个朋友最近的时候总是感觉身体乏而且经常感觉但是身体还越来越瘦去了医院检查才知晓是得了二型糖尿想了解一下二型糖尿病最常见的濒死原因有哪些?,二型糖尿病本身并不是特别可早期症状也并不是非常的但是患者到了后期会构成许多并发二型糖尿病的患者有可能有各种传染酮症酸中甚至是高渗性酮甚至晕迷等除了部分患者会构成糖尿病乳酸酸中毒等症这些急症如果没及时到医院去了解救可能在非常短的时间内就会有濒死的症甚至还会的威胁到灵所以一定要尽早到医院去了解治疗。
内分泌科,什么是类固醇性糖尿病？,我爸今年48前段时间检查发觉类固醇含量比较医生说要小心类固醇性糖尿所以我想问一下什么是类固醇性糖尿病？,类固醇糖尿病是一种特殊类型的葡萄糖代谢紊乱综合症，其是由内源性肾上腺皮质激素的排泄增强或外源性运用糖皮质激素引来的继发性糖尿病。糖皮质激素有类固醇激基本上具备抑止自动免抗抗休克和抗毒，广泛应用于临床诊其同体现治疗作用也不可避免地引来许多不良反应，血糖异常是常见的情况之如果不及时处有利于原病发的压容易第二级神经元传严重，急性并发症甚至再次发生。
内分泌科,消渴症是什么病怎么治？,最近几个我总是觉着不舒沉有时头没有食欲。我去了我们的中医医院检查。老医生说这是润肺药。他开了几片中药吃。在这里我想进行咨询一下什么是糖尿病。,糖尿病是中医的名称。多饮、多尿、多食、消瘦、疲劳、尿糖等综合评价症状。该病主要再次发生于肺、胃、其基本病机为阴虚体虚、燥热过度;长期渴求救不受控制的疾阴伤损和燃烧血瘀的缺致使气和阴伤阴阳不抵押品频道丧失营障碍的气和内脏器官和器官的伤致使疖、痈、晕胸部崩癫痫、失聪、肢体疼痛、坏疽、肾衰竭、水肿、肾功能衰竭。中风晕迷和其他并发症。现代医学实验室检查的主要特点是高血糖和尿糖。
内分泌科,德谷胰岛素适合一型糖尿病患者吗,同事的爸爸今年52岁最近去医院做检查出来有糖尿医生让积极的救所以您好几德谷胰岛素擅长一型糖尿病患者么？,新发性糖尿病的适应症：成人2型糖尿病患者控制血糖；仅了解二甲双胍或磺酰脲的耐受剂量拆分二甲双胍或磺酰脲的血糖控制不佳患者。老年人用诺维胺：根据健康志愿者的药代动力学试验和患者（18-80岁）的人群药代动力学数据分析结年龄对利拉鲁肽的药代动力学没临床诊断有关干扰。因无须根据年龄重新调整剂量。75岁以上患者的治疗经验有限。
内分泌科,糖尿病综合征什么症状？,我父亲患不舒服有一些事日最近我带他去医院仔细检然后检查出乐糖尿我想问几糖尿病综合征什么症状？,尿路综合征的特点是血糖含量增血液粘度增血液循环不微循环不周围神经营养保湿失致使手足麻疼痛、寒冷、视力下降、神经衰弱、梦境、头晕对尿路综合征的治疗有一定的建议。他在平时治疗降血糖药如格列吡嗪片、低盐、低脂、低糖饮增强体育锻增强体质。祝患者身体早日恢复健康！
内分泌科,1糖尿病治疗方法有什么呢,我的个朋友最近总是感觉饭量特别但是身体却越来越瘦去了医院检查才知晓是得了一型糖尿想了解一下一型糖尿病的治疗方法有哪些。,对于糖尿病是没根治的方法但可以压只要守护好人体也能和正常人一样长期处在高血糖的人体很容易引发微血管的伤这是糖尿病并发症再次发生的前建议服食微络康洗胰清糖向来调整内部糖分解代谢循环往适用于血糖偏高人草本萃取没副作降血糖挺稳定胶囊中的玉竹成分可以守护微血预防工作早期并发减低糖尿病四肢水肿和尿频尿急症状。
内分泌科,我想了解糖尿病可以喝咖啡吗？,糖尿病患者能喝咖啡吗？一般血有时是低血一直坚持检验血糖、胰岛素的动咖啡糖尿病患者能喝对身体血糖有什么危害吗？我据说糖尿病患者可以喝苦咖但我不知晓他们如何可以。不加糖。,糖尿病患者正在服食药看他们如何可以喝苦味咖啡和高脂肪食物来消弱胰岛素的效胰岛素很容易致使2型糖尿病。咖啡中的咖啡因可以增强脂肪分解代预防工作2型糖尿病。非胰岛素依赖性糖尿病患者麻醉胰岛素后不需要终生麻醉胰岛素。但胰岛素依赖型糖尿病本身需要有胰岛素起作用。
内分泌科,我想了解糖尿病患者在什么情况下可以病退？,我外公患糖尿病十多年而且他年级比较他今年69岁这两年病情放我很担心我想问一下糖尿病患者在什么情况下可以病休？,糖尿病是一组以高血糖为特征的代谢性疾病。患者一定要留心平时的饮食方多吃许多平淡的食不吃含糖类较高的食品。糖尿病时长期存在的高血致使各种联特别是眼、肾、心脏、血管、神经的慢性危害、功能障碍。一般情况下假如是患者的情况比较严再加上目前也没什么好的治疗。
内分泌科,糖尿病肝硬化怎么办？,家里有个老亲戚，最近在我们市里住院。已经住了半个月了，病情也不见踪影转好，他的病情比较复杂。在考虑要不要给他转院，看是不是有更好的治疗方法。想问下糖尿病，肝硬化，脾脏肥大怎么办？,你好根据你叙述的情况，你的这位亲戚患的疾病是比较麻烦的。糖尿病本身并发症就比较多，现在又拆分肝硬化，脾肥大的话，基本上处在晚期了，这种情况只好对症治疗，慢慢转好，想治好的话是不大可能的。如果说想转院的话也是可以的，但是不要抱太大期望。建议不要太着急，遵医嘱治疗就可以了。
内分泌科,糖尿病下肢病变症状有什么？,我爷爷是一位糖尿病患也一直有留意饮食。但是他最近眼睛和脸都有些虚脚也有点您好糖尿病都有什么炎症症状？,糖尿病是由隔代遗传和环境因素共同作用而引来的常见病。临床诊断上以高血糖为主要指标。常见症状包括多饮、多尿、多食和体重减轻。糖尿病可引来多种不同系统性危致使胰岛素排泄的绝对或相对缺靶组织细胞对胰岛素的敏感性减引来蛋白质、脂肪、水、电解质等一连串分解代谢紊乱。
内分泌科,我想了解糖尿病会引起那些症状？,妈妈得了糖尿得了糖尿病应当怎么有什么地方需要有留会引来什么症状？,高血糖则是因为胰岛素排泄缺点或其生物作用受或两者兼具引来。这是血糖升高的疾由于葡萄糖利用障浮起轻易饭量喝水小便体重减轻的症建议复诊病院内分泌让大夫检查一下血糖水明确有否糖尿病后及时救平时一定留心饮食平不要吃太多甜食。目前暂无根治糖尿病的方但通过多种不同治疗手段可以控制好糖尿病。
内分泌科,血糖高和尿糖高就是糖尿病吗？,医生我的朋友说她可能会患上了糖尿病，她说最近身体不舒服到医院仔细检查，发现自己的血糖和尿糖都偏高，我很担心她，想必问问，血糖高和尿糖高就是糖尿病吗？,您好，血糖高和尿糖高是糖尿病的推测依据之一。对于这种情况，建议您的朋友到正规医院的内分泌科实施系统的仔细检查，诊断为糖尿病后，一定要通过药物实施控制性治疗，如果糖尿病不能获得系统的治疗，很有可能引来眼底，肾脏，心脑血管等一连串炎症。调节身心健康，保持自身卫生.避免因抵抗力下降而导致细菌入侵。
内分泌科,糖尿病患者能不能做胆结石手术？,问一下糖尿病患者能不能做胆结石手术？因为现在年龄比较大了，糖尿病比较严重，现在又得了胆结石，想问一下可以手术吗？如果不手术的话，会有什么样的风险？可以采用中医疗法吗？,如果有胆囊结石，但是必须做手术的话，这种情况还是可以做手术的，没有必要太担心的，因为糖尿病的病人的伤口愈合可能会相对要慢一点儿，而且有可能会再次出现一些彻底恢复比较慢的情况，所以如果症状不是很严重的话，可以保守治疗的话，可以先保守治疗。调节身心健康，保持自身卫生.避免因抵抗力下降而导致细菌入侵。
内分泌科,糖尿病患者能不能吃西瓜？,我的妈妈是一位糖尿病患者，据说糖尿病是要很讲究饮食的话，不然的话会越来越严重的，所以医生您可以告诉我，糖尿病患者能不能吃西瓜？谢谢医生你的解释。,首先来说糖尿病患者一般来说表现出为多饮多食多尿，并且还伴身体消瘦。病发来说的话，主要是和隔代遗传因素以及个人的体质以及饮食生活习惯有一定的关系，对于糖尿病患者而言，平时在饮食上一定要严格的实施控制西瓜这种水果尽量不要吃，因为含糖量很高。调节身心健康，保持自身卫生.避免因抵抗力下降而导致细菌入侵。
内分泌科,糖尿病容易出现肾脏并发症吗？,我的朋友是个老她现在是有糖尿病可是她现在是有并发症不知晓这些并发症是有什么症状的您好糖尿病容易再次出现肾脏并发症吗？,增强并发如中风、心脏病、肾病和眼病。血压控制目标应在140/80mmHg或更低。检查血糖水平可以帮助防止糖尿病并发如神经疼或以防并发症继续恶化。检查血糖还可以帮助你了解食物和活动如何干扰以及你的治疗计划如何有效。医生可以帮你定位个目标血糖范围。你离目标越你的身体就会感觉越好。
内分泌科,糖尿病能引起脑梗塞吗？,我朋友的亲戚，据说他患糖尿病，而且血糖控制得并不是很好，比较近他再次出现了脑梗塞的症状，您好糖尿病会引来脑梗塞吗？而且糖尿病引来脑梗塞会严重吗？患者应当怎么办好呢？,糖尿病的病人是很可能引来脑梗死的，因为糖尿病的病人是很容易再次出现脑动脉硬化的情况，而致使脑血管狭窄和交通不便致使脑梗死的再次出现。一般这种情况要积极的运用药物治疗，控制血糖，要规范的根据自己的疾病情况灵活运用预防脑动脉硬化的各种药物实施调养。
内分泌科,糖尿病的血糖标准是多少呢？,我爸有糖尿病好几年了，多饮多食多尿，对生活引发了很大影响，饮食一不小心，血糖就上去了。他经常要去医院测血糖，很不方便。我给他买了个家用血糖仪。糖尿病的血糖标准是多少呢？,正常人的血糖水平是3.9到6.1毫摩尔每升，如果你父亲有糖尿病的话，那么这个标准是可以适当的个子一点儿的，所以经过他的饮食活动和药物的治疗，把血糖控制在7.8以下，应当就比较恰当了，当然再低一点儿是会更好的。平时一定要严格的按照饮食禁忌来控制摄入量，而且互相配合适当的活动效果会更好的。
内分泌科,2型糖尿病的早期症状有哪些?,前几天我妈说她最近近吃的特别多，但是体重却没攀升，还上升了。时不时还感觉尿有点黄黄的，而且特别得频繁。我质疑他是得了2型糖尿病。2型糖尿病的早期症状有哪些?,你好，根据你描述的情况看来二型糖尿病一般会有多饮、多食、多尿、易饿、消瘦等症状，她现在吃的多，体重上升，小便次数从，有可能是有糖尿病了，现在仔细检查是不是糖尿病也比较简单的，上医院抽血检查一下血糖就可以知道了，需要有仔细检查空腹血糖、餐后一小时以及两小时的血糖。
内分泌科,糖尿病能不打胰岛素吗？,我换了糖尿病已经10年了，一直在打胰岛素，很苦恼，现在自己很讲究饮食，活动，平常的时候血糖控制的也很好，想问下糖尿病能不打胰岛素吗？用其他的控制可以么,一型糖尿病必须打胰岛素，二型糖尿病患者如果拆分有并发症、严重传染、手术前后等必须打胰岛素。如果你没上述的情况就可以口服降糖药，现在降糖药种类一些，磺脲类降糖药如格列齐特缓释片，双胍类降糖药如二甲双胍，阿发糖苷酶抑制剂的阿卡波糖，这几类药是最常用的，你需要有在医生指导下使用哦。
内分泌科,糖尿病这病能够怎么治疗？,医生，我今年45岁，我是有糖尿病的，我想理解一下，糖尿病要怎么治疗才合适？我之前也有在吃一些药，可是也就是一直稳下糖尿值，想试试看用别的方法。谢谢！,糖尿病主要是通过口服降糖药物或者肌注胰岛素来进行降血糖的。如果在常规不定期的口服降糖药物，建议先去医院查一下糖化血红蛋白，看一下近三个月内血糖控制的情况，然后每天进行血糖的监测数据。如果都全部达标的话就专心服药就是了，互相配合着糖尿病的饮食，多进行一些户外的体育运动。
内分泌科,糖尿病引起的肾病好治吗？,前些年患上了糖尿病，糖尿病还没治好，最近有感觉到腰酸背痛，尤其时腰部特别痛，感觉乏力，去医院说糖尿病引来了肾病了，我也不知晓能不能够治好肾病。您好，糖尿病引来的肾病好治吗？,这个治疗还是有一定的难度的，需要有积极使用降血糖药物治疗，或者是使用胰岛素进行治疗，如果再次出现了腰背酸痛，并且再次出现了肾病肾炎的情况，急性期的话可以使用消炎药物治疗，并且需要有使用保护肾脏的药物治疗的，平时尽量减少药物的摄取，并且尽量避免再次出现反复感冒的情况。
内分泌科,糖尿病得病因是什么呢？,奶奶身材不是很胖，但却偏偏患上了糖尿病，也口服了一些的药物进行治疗，大大小小的医院也去过不少，就是没治好，想知道糖尿病的病因是什么呢？糖尿病病因是什么？,糖尿病的情况，有可能是由于年龄过大，胰岛经济衰退引来功能上升的情况，也有可能是长期的大量过量的饮食糖分以及淀粉类的食物，长期的刺激胰岛，并且推广胰岛的功能，再次出现了胰岛功能衰弱的现象，胰岛素排泄不足的情况，因此再次出现病发的现象。治疗糖尿病如缺少胰岛素，可以运用胰岛素补充治疗，也可以采用控制饮食，增强活动，并且运用其他的降糖药物治疗。
内分泌科,糖尿病控制好了就代表糖尿病稳定了？,医生，我有个老师每次补课前都会吃一颗糖，然后再给我们补课，最近听老师说去医院仔细检查的结果说血糖指数在正常范围内，想问问医生糖尿病控制好了就代表糖尿病稳定了？,糖尿病的病人并不是说血糖正常了就病情获得稳定了，血糖只好代表近几天的血糖波动。如果一旦停药，血糖还是会个子或者引来其他的一些并发症，糖尿病的治疗需要有长期规范的用药物来治疗，并且要控制饮食，加强锻炼，增进体内分解代谢。规范的治疗糖尿病能降低人的生活质量。
内分泌科,糖尿病吃中药有问题吗？,我的外公患严重的糖尿病，但是他还很认为中药的效果，然后一生病她就吃中药，但是我觉着不太合适，就想在这里小小的进行咨询一下，糖尿病吃中药有问题吗？会不会引起别的什么症状呢？,一般有血糖高的情况还是可以考虑中医调养的，这个效果应该是比较好的，所以用不着担心，但是在用药调养的同时还是需要有严格的控制饮食等，尽量不要吃太多的甜食等，然后注意多互相配合散步运动等，建议不要有心理上的压力和加班的情况，预防工作血糖震荡的可能会。
内分泌科,怀孕做糖尿病筛查多少钱呢？,怀孕之后为了仔细检查孩子如何健康需要有做一些仔细检查，怀孕做糖尿病筛查多少钱呢？,您好，唐氏塞查是指提取孕妇的血液，检验母体血清中甲型胎儿蛋白和绒毛促性腺激素的浓度，看一看胎儿是否畸形，由于各地区和各医院级别的差异，收费标准也都不一样，一般唐氏筛查大概需要有200元左右，仅供参考，详细情况建议您进行咨询当地医院。目前您这种情况建议还是需要有平时饮食要均衡，平时禁止熬夜，禁止吃辛辣刺激食物。
内分泌科,糖尿病能救治吗？,母亲糖尿病，我们都不让他糖，也不让他吃甜食，但是有时候他还是偷偷地吃一些有糖分的水果，有时候也是吃一些，怎么说，他也不听，我想问糖尿病能治好吗？,糖尿病一般的不能治好。保持住血糖。没糖尿病的并发症，即便是治好了。在用降糖药物的同时，平时要注意糖尿病饮食，少吃甜食，多吃高蛋白食物，新鲜蔬菜，补充维生素，平时要加强锻炼，降低身体免疫力。不定期测定血糖。规律用降糖药物。不要生气，也不要熬夜，每天有个好的心情，还是应当多吃一些粗粮。
内分泌科,早期糖尿病能用胰岛素吗？,上个月被仔细检查出，我就有糖尿病的病症，血糖值有点高。我理解过如果是有糖尿病的话，打胰岛素会缓解病情，那么如果我是早期的糖尿病，能不能胰岛素呢？,早期糖尿病是可以胰岛素的。胰岛素是治疗糖尿病的一方药物，可以有效的控制血糖，适合糖尿病病人长期。建议尽早到医院内分泌科复诊，医生会根据你的症状，改进许多相关检查，比如说：血糖监测数据、糖化血红蛋白、胰岛素施放试验等，以明确确诊，从而决定合适的方法和药物来治疗，一定要在医生的指导下规范化口服药物治疗。
内分泌科,是不是糖尿病怎么办？,我随着我的年龄一直减小，我的身体也遭到了很大的影响，经常生病，不是感冒发烧就是各种的病，我最近发觉我上厕所小便的时候，是黄色的液体。还费劲。是不是糖尿病怎么办呢？,根据你目前叙述的情况，目前主要是感觉想上厕所有感觉小便黄色液体，这种情况再次出现，目前不太考虑是糖尿病的可能性，但是根据你目前叙述的情况有考虑是前列腺问题的可能性比较大，建议改进，腹部除了泌尿系磁共振仔细检查。这种情况，黄色液体或者黄色小片不一定是糖尿病致使的。
内分泌科,糖尿病并发症眼病该怎么治疗？,我有炎症，而且我很早之前就是个糖尿病患者，到现在都还没有治好的，最近我发觉我的眼睛又再次出现问题了，像我这么体弱多病。您好糖尿病并发症眼病该如何治疗？,糖尿病眼病的根本原因就是血糖太高，没控制好，如果眼病不太重，控制血糖就可以了。如果眼底有出血可能会需要有做眼底造影仔细检查，或者做激光治疗，严重的可能会需要有手术治疗，这需要有根据您眼病的具体情况，由医生选择。建议您到眼科改进眼底照相等相关检查。
内分泌科,患有糖尿病及肾病该怎么办？,伯伯他在最近这一年的时候就一直身体都不太好，有的时候整个人吃晚饭没什么胃口，而且腰也会疼痛，头晕的也特别的厉害，昨天去医院做仔细检查，就说他患糖尿病和肾病。所以有糖尿病及肾病该怎么办？,如果患糖尿病肾病这种情况是比较严重的，必须要遵医嘱来采取相应的治疗措施，绝大多数情况下患糖尿病和肾病，一定要注意可有肾功能不全，可有水肿，根据具体的病情采取相应的治疗措施，要预防工作再次发生肾衰，一旦再次发生了肾衰需要有实施透析治疗，同时胰岛素控制血糖。
内分泌科,糖尿病脚部第四趾根部三度烧伤应该怎么办？,我公公今年已经64岁了，他是个糖尿病患者，然后就在昨天早上不小心致使脚部第五趾根部三度烫伤，我们非常心疼他，所以想要知晓，糖尿病脚部第五趾根部三度烫伤应当怎么治疗才好呢？,老年男性，患糖尿病，现在脚趾三度烫伤，这样情况容易引来糖尿病病足可能性，建议患者积极控制血糖，最好运用胰岛素控制，努力争取血糖控制在7.0以下，局部涂抹抗生素，预防炎症感染，运用营养神经药物，运用扩血管药物，稳定局部血液循环，增进伤口愈合。需要有糖尿病饮食，低盐低脂饮食。
内分泌科,糖尿病冠心病患者严重便秘怎么办？,医生我家的老人是患糖尿病和冠心病的，病情一直都是靠药物来保持着的。但是现在老人再次出现了严重的便秘，您好医生这可怎么办呀？患疾病在身的人可以吃通便茶的吗？老人该怎么办呢？,糖尿病患者平时要注意恰当的饮食，不可以摄取糖分，多吃许多新鲜的蔬菜，能缓解便秘的症状。冠心病可能会是由于高血糖引来的，平时要注意休息，不难操劳，不可以受太大的刺激，以免致使晕厥，心跳加速，呼吸困难等。再次出现便秘是可以适当通便茶实施润肠，但是不可以过多口服。
内分泌科,抗糖丸糖尿病人能吃吗,最近一段时间有一款抗糖丸已经开始盛行，我也想买一点儿来试试看，看一看可有效果，但是我现在还有点血糖高，糖尿病，我想问一下，抗糖丸糖尿病人能吃吗？吃了以后会不会有什么不良反应呢？,对于糖尿病人不适合口服这个药物，如果是血糖高，考虑是有糖尿病，可能会与胰岛素反抗或者胰岛素排泄增加有关系，会引来血糖升高，长期不治疗的话，有可能会引来多种不同并发症的，有利于身体的健康，所以平时需要有注意的，需要有尽快口服降糖药物治疗，建议增强体育锻炼，控制饮食。
内分泌科,糖尿病引起的一只眼睛很模糊怎么办？,爷爷一向有糖尿病但是没什么不好的并发症。后来真的不高兴了，他竟然觉着自己的一只眼睛特别的模糊，而且有时候看不清东西，我很担心爷爷，想必问问糖尿病引来的一只眼睛很模糊，应当怎么治疗。,糖尿病的话一定要积极的控制血糖，因为糖尿病的话有许多并发症的，眼底静脉出血或者是失聪的话也是糖尿病的并发症，所以我们这种情况下很有可能是再次出现了这些情况，我们可以去当地的眼科医院实施仔细检查，这样的话可以明确确诊，也要积极控制血糖。以上可以做为参考。
内分泌科,糖尿病引发痛风是怎么回事？,我是个患糖尿病的病人，我患病已经有好几年了，但是我的病情一直控制得很好，可是近来我又仔细检查出患痛风的症状，所以我想问一下，引起痛风是怎么回事？,糖尿病跟痛风是不同类型的疾病，你目前血糖控制正常，需要有专心始终保持，但是体内的尿酸浓度高，可以引起尿酸结晶，沉积在关节内，致使关节疼痛，引起痛风复发，建议复诊医院风湿免疫科，让医师化验血尿酸，指导你减低尿酸的药物，平时不喝啤酒，不要吃海鲜，肉食及豆制品。
内分泌科,糖尿病有别的病可以做手术吗？,我现在不光有糖尿病，我除了别的病，那个病医生让我做手术，但是我有糖尿病就不知晓可不可以做手术，想要问一下糖尿病有别的病可以做手术吗？我觉着应当不影响吧，做手术和我有糖尿病又有什么关系呢。,糖尿病患者可以理解手术，但手术前血糖水平必须控制在相对正常的水平或到达正常水平。如果血糖水平高，会影响伤口愈合和手术效果。平时必须注意低糖、低盐和低脂肪的饮食，多吃新鲜蔬菜，不能够吸烟和喝啤酒，每天适当锻练，控制体重，始终保持情绪稳定。以上可以做为参考。
内分泌科,糖尿病烫伤后如何护理,我最近的身体很不舒服，我在烧水的时候被水烧伤了。烧伤的面积很大，可是我除了别的毛病。不可以乱用药和乱吃东西。这个毛病已经还伴我很多年了，我想您好一下医生。糖尿病烧伤后如何护理,糖尿病烧伤以后首先要按时口服控制血糖的药物，使自身的血糖平稳，避免出现许多其他的现象，烧伤以后及时将烧伤部位实施溶解降温，大概用冷水擦洗20分钟左右，也能起些缓解疼痛的作用，因为你身体有其它疾病，建议溶解以后及时到烧伤科复诊，在医生的指导下，和治疗糖尿病药物没争执的烧伤药来治疗。
内分泌科,糖尿病饮食注意事项是什么？,我伯母今年58岁了，平时就特别喜欢吃糖，上个月因为身体不舒服，去医院仔细检查，结果被查出来患糖尿病，因为伯母家的孩子都在外地，所以我想去照料她，糖尿病饮食注意事项是什么？,上个月仔细检查出的有糖尿病，平时就不能够象以前那样吃糖了。糖尿病要注意每天按时用药，注意定期检查血糖情况，平时饮食上要注意宜粗不宜精，多吃粗粮，少吃精粮，平时每顿饭不要吃的过饱，可以少吃多餐，含糖量高的东西要少吃，每天要适当活动。以上可以做为参考。
内分泌科,糖尿病还有高血压，应该注意哪些饮食习惯？,奶奶年纪比较大了，今年我买了个血压计回来，量了她的血压偏高，后来带她去医院仔细检查，果然是高血压，而且除了糖尿病，我们全家人都很担心，像现在这种情况她应当注意哪些饮食习惯？,患者目前主要是拥有糖尿病伴发高血压，这种情况再次出现饮食注意事项，主要是不要吃特别咸的东西，不要吃特别甜的东西，也不要吃特别油的东西，平时多吃点粗粮，多吃点水果蔬菜，平时建议饮食热量要多控制，建议在饮食多注意的情况下多运动多活动，建议有氧运动为基础，祝你健康。
内分泌科,一般口服液对糖尿病有治疗作用吗？,爸爸被查出来患糖尿病，但是算不上太严重，只要好好保持就行，所以在家买了好些治疗糖尿病的药，每天都要吃点，我看其中有一样是口服液对糖尿病有治疗作用吗？,铁皮枫斗口服液对糖尿病的治疗一般起些缓解的作用，糖尿病一般都是分解代谢类的疾病，平时的饮食应当严格的控制，尽量少吃，除了淀粉以及糖类太高的食物，尽量多吃许多蔬菜和水果消化身体的维生素，有利于病情的治疗，平时可以适当的做许多活动，要多喝水，增进新陈代谢。
内分泌科,现在真的有手术治疗糖尿病吗？,我母亲很早就查出来了二型糖尿病，现在一直在喝药控制。但是现在他的身体情况很不好，今天我偶然间听朋友说，现在有手术可以治疗糖尿病，而且治愈率很高，现在真的有手术治疗糖尿病吗？,根据您目前叙述的情况，您说目前主要是拥有二型糖尿病，目前没证据鼓励手术可以治疗糖尿病的，除非是拥有明显的胰岛素或者到再次出现炎症的情况下考虑才可以的，根据您目前叙述的情况，建议还是需要有正规治疗比较好。平时建议注意休息，祝您健康。以上可以做为参考。
内分泌科,糖尿病高血压缺钾应该吃什么食物？,大伯今年年纪大了。患糖尿病十多年了。而且除了高血压。一直是靠着每天喝药来保持自身的健康。最近在医院健康检查，医生说大伯缺钾。我想问一下，老人有糖尿病高血压缺钾应当吃什么食物？,如果是老年人有高血压，糖尿病，而且还伴发低血钾的话，这种情况下首先要看一下是什么原因引来来的缺钾，有的时候高血压患者口服许多利尿剂的时候会再次出现低血钾的表现出，如果是由于口服利尿剂引来来的，可以适当的把加药物有所重新调整，平时的话饮食上多吃许多新鲜的水果蔬菜，含糖量多的水果要少吃许多清淡饮食，防止吃许多高油脂的食物。
内分泌科,怎么防治糖尿病？,我哥哥前不久发现自己患糖尿病，最近一次看见他发觉他整个人都瘦了不少，看上去很不好，毕竟他以前很瘦，得了病之后只剩皮包骨了，我有点担心自己将来也得这个病，想知道怎么做可以预防工作糖尿病？,您好，您的哥哥前不久被确诊为患糖尿病，您担心将来您也会有这个病，考虑您的情况是拥有有糖尿病的隔代遗传史的这种情况下比别人事比较高的几率会得糖尿病，所以建议应当在平时日常生活过程中多加注意，应当防止排便所含糖量过高的食物以及碳酸饮料。可以不定期的监测数据血糖情况
内分泌科,糖尿病怎样稳定餐后血糖？,我叔叔有糖尿病，我们发觉他在吃晚饭之后血糖就会很不稳定，会变得比较高，我们担心这个情况继续下去会变得很不好，想进行咨询一下，糖尿病要如何稳定餐后血糖？,糖尿病患者要想稳定餐后血糖，应从生活饮食干起，饮食上不要口服过多甜食，控制主食摄取，注意少食多餐，恰当饮食等，都有助于血糖的控制。血糖控制并不基于一时，而是要从生活细节小事干起，如果日常血糖平稳，认为您叔叔餐后测血糖也会平稳。以上可以做为参考。
内分泌科,二型糖尿病能救治吗？,我舅妈她最近在单位上面健康检查的时候仔细检查出的得了二型糖尿病，她之前都没这方面的病，现在我想问一下，二型糖尿病是什么意思呢？这个二型糖尿病能治好吗？治疗方法是什么呢？,二型糖尿病是糖尿病的一种，临床诊断上可以由于多种不同原因引来的，常常与肥胖、隔代遗传、饮食习惯等原因有关系，不太容易缓解的，一般需要有在面诊医生指导下决定合适的降糖药治疗，初期的话，口服药就可以控制；还要防止含糖量高的食物，恰当控制食量，适当锻练运动，控制体重。
内分泌科,糖尿病患者如何控制血糖？,医生您好，我叔叔患糖尿病，是几天前发觉的，我在医生那里了解到有糖尿病需要有控制血糖，可是他没告诉我怎么控制，我就想问问您，糖尿病患者应当怎么控制血糖？,糖尿病是常见的慢性病，病发与隔代遗传因素，饮食习惯以及外界环境都有关系。如果诊断为糖尿病，血糖值不是很高，可以先通过改善生活方式以及增强活动办法，使血糖降至正常。但是如果上述办法效果不好，那么就需要有在控制饮食和加强锻炼的基础上加用降糖药物。
内分泌科,得了糖尿病10年怎样才能痊愈？,我已经得了糖尿病10年，昨天下午5点为什么突然觉着有许多尿都拉不出。我明明很急尿，但是去了厕所很许多次都是拉不出。是不是糖尿病影响到我的肾功能再次出现了问题？我该怎么办呢？,糖尿病病史10年不可能获得治愈，所以你不要着急，糖尿病患者如果早期发觉早期治疗预后一般都是非常好的，基本不影响患者的生活质量，也不影响他们的生命。糖尿病患者科学有效的治疗办法就是严格控制饮食，最好采用集中至每日三餐，每餐主食不要低于100克，另外适当的活动，第3点是运用降糖药物。
内分泌科,患有糖尿病及肾病该怎么办？,伯伯他在最近这一年的时候就一直身体都不太好，有的时候整个人吃晚饭没什么胃口，而且腰也会疼痛，头晕的也特别的厉害，昨天去医院做仔细检查，就说他患糖尿病和肾病。所以有糖尿病及肾病该怎么办？,如果患糖尿病肾病这种情况是比较严重的，必须要遵医嘱来采取相应的治疗措施，绝大多数情况下患糖尿病和肾病，一定要注意可有肾功能不全，可有水肿，根据具体的病情采取相应的治疗措施，要预防工作再次发生肾衰，一旦再次发生了肾衰需要有实施透析治疗，同时胰岛素控制血糖。
内分泌科,我的症状是否能确诊为糖尿病？,最近我总是吃的多喝的多拉点，特别多，而且我的体重上升的特别快，我不想这样了，我想去医院仔细检查了一下，大家我如何能诊断为糖尿病？如果是的话我就没有必要去医院了。谢了,糖尿病典型的症状有多饮、多食，多尿、体重上升等三多一少的症状，如果再次出现上述症状的话，是建议你及时到医院仔细检查血糖数值，如果仔细检查随机血糖低于11.1的话，就建议你进一步仔细检查糖化血红蛋白以及糖耐量实验了，如果仔细检查提示拥有糖尿病，那就需要有长期口服降糖药物或者胰岛素治疗。
内分泌科,口渴时嘴里发苦是什么原因？,口渴时嘴里发苦,你的情况考虑是属于肝胆湿热引起的建议口服乙肝清热解毒胶囊治疗，治疗期间多喝水，多休息，忌酸辣油腻食物。 
神经科,想知道癫痫长期用药的危害有什么？,查出来癫痫十几年一直在喝药压但是药三分长期喝药一定是不好癫痫长期用药的危害有什么？,根据你叙述的情有癫目前没正式救感觉症状越来越严重。在这种情况建议在医生的指导下治疗癫痫症状。根据你叙述的情长期用药可能会致使过敏反也可能会致使粒细胞减少或智力性痤疮。功能障碍、厌食等。癫痫药物的副作用是众所周知的问题。长期使用卡马西平等抗癫痫药必然会致使记忆失去、反映迟缓和肝肾功能危害。
